assay_chembl_id	assay_type
CHEMBL4401893	B
CHEMBL3705165	B
CHEMBL2423640	B
CHEMBL2423641	B
CHEMBL2423630	B
CHEMBL2423631	B
CHEMBL3128775	B
CHEMBL3129264	B
CHEMBL3293161	B
CHEMBL3293162	B
CHEMBL3293163	B
CHEMBL3293164	B
CHEMBL4378241	B
CHEMBL3129271	B
CHEMBL3129270	B
CHEMBL3129268	B
CHEMBL3129267	B
CHEMBL3129266	B
CHEMBL3128713	B
CHEMBL4378243	B
CHEMBL3293395	B
CHEMBL3293396	B
CHEMBL3293397	B
CHEMBL3293398	B
CHEMBL3293399	B
CHEMBL3293400	B
CHEMBL3293401	B
CHEMBL4121235	B
CHEMBL4266256	B
CHEMBL4266257	B
CHEMBL3364272	B
CHEMBL3366502	B
CHEMBL4153979	B
CHEMBL3399437	B
CHEMBL3824709	B
CHEMBL3830306	B
CHEMBL3831015	B
CHEMBL3831016	B
CHEMBL3831017	B
CHEMBL3831018	B
CHEMBL3831019	B
CHEMBL3831020	B
CHEMBL3864889	B
CHEMBL4330188	B
CHEMBL3864890	B
CHEMBL3887797	B
CHEMBL3887800	B
CHEMBL3887801	B
CHEMBL3887802	B
CHEMBL4146210	B
CHEMBL4146209	B
CHEMBL4146211	B
CHEMBL4146212	B
CHEMBL4146213	B
CHEMBL4146214	B
CHEMBL4409451	B
CHEMBL4409452	B
CHEMBL4409453	B
CHEMBL1006339	B
CHEMBL974024	B
CHEMBL1908641	B
CHEMBL3119707	B
CHEMBL3267806	B
CHEMBL974026	B
CHEMBL1810103	B
CHEMBL1825356	B
CHEMBL1948192	B
CHEMBL2422659	B
CHEMBL3095077	B
CHEMBL3118805	B
CHEMBL3119706	B
CHEMBL3118806	B
CHEMBL3119005	B
CHEMBL3119006	B
CHEMBL3887132	B
CHEMBL3887133	B
CHEMBL3991626	B
CHEMBL4054287	B
CHEMBL4263067	B
CHEMBL4354268	B
CHEMBL4370936	B
CHEMBL4378234	B
CHEMBL4378235	B
CHEMBL4378231	B
CHEMBL4397145	B
CHEMBL4397147	B
CHEMBL823043	B
CHEMBL757021	B
CHEMBL757022	B
CHEMBL757023	B
CHEMBL757024	B
CHEMBL4270415	B
CHEMBL1176555	B
CHEMBL1176552	B
CHEMBL1632819	B
CHEMBL1632821	B
CHEMBL1259574	B
CHEMBL1763788	B
CHEMBL1763791	B
CHEMBL1764865	B
CHEMBL1764866	B
CHEMBL832603	B
CHEMBL1049250	B
CHEMBL832702	B
CHEMBL1250012	B
CHEMBL1111477	B
CHEMBL2186223	B
CHEMBL2186214	B
CHEMBL2186215	B
CHEMBL2186213	B
CHEMBL2183039	B
CHEMBL2186217	B
CHEMBL2186216	B
CHEMBL2186218	B
CHEMBL4478656	B
CHEMBL2330886	B
CHEMBL3807471	B
CHEMBL3991623	B
CHEMBL4407340	B
CHEMBL951085	B
CHEMBL948032	B
CHEMBL948035	B
CHEMBL937417	B
CHEMBL937419	B
CHEMBL3782579	B
CHEMBL936668	B
CHEMBL3705709	B
CHEMBL3705710	B
CHEMBL3705365	B
CHEMBL3705364	B
CHEMBL3706066	B
CHEMBL3887297	B
CHEMBL951088	B
CHEMBL4121773	B
CHEMBL4121779	B
CHEMBL4192490	B
CHEMBL4478653	B
CHEMBL4478664	B
CHEMBL4478666	B
CHEMBL4478663	B
CHEMBL4478665	B
CHEMBL4478667	B
CHEMBL1068578	B
CHEMBL1074386	F
CHEMBL4183740	B
CHEMBL4275381	B
CHEMBL4275380	B
CHEMBL4136604	B
CHEMBL4202305	B
CHEMBL4252096	B
CHEMBL4252097	B
CHEMBL4262416	B
CHEMBL4262426	B
CHEMBL4121748	B
CHEMBL4265380	B
CHEMBL4411220	B
CHEMBL4411221	B
CHEMBL4411218	B
CHEMBL4411219	B
CHEMBL4185514	B
CHEMBL4125122	B
CHEMBL4145363	B
CHEMBL4408787	B
CHEMBL4408795	B
CHEMBL4219635	B
CHEMBL2173980	B
CHEMBL1218392	B
CHEMBL1221025	B
CHEMBL1221026	B
CHEMBL1221027	B
CHEMBL1221028	B
CHEMBL1220211	B
CHEMBL1220212	B
CHEMBL940155	B
CHEMBL940158	B
CHEMBL2328568	B
CHEMBL4040125	B
CHEMBL3390671	B
CHEMBL3618957	B
CHEMBL4017804	B
CHEMBL4055938	B
CHEMBL4056011	B
CHEMBL3865332	B
CHEMBL3618958	B
CHEMBL3128985	B
CHEMBL1020360	B
CHEMBL1020361	B
CHEMBL1926000	B
CHEMBL859805	B
CHEMBL859807	B
CHEMBL1020364	B
CHEMBL1020372	B
CHEMBL750161	B
CHEMBL750157	F
CHEMBL888516	B
CHEMBL2339550	B
CHEMBL2382617	B
CHEMBL3107682	B
CHEMBL3107684	B
CHEMBL3107683	B
CHEMBL750155	B
CHEMBL2394755	B
CHEMBL3096017	B
CHEMBL4186854	F
CHEMBL4267870	F
CHEMBL930506	B
CHEMBL4267872	B
CHEMBL1073630	B
CHEMBL946185	B
CHEMBL816291	B
CHEMBL944169	B
CHEMBL921787	B
CHEMBL921793	B
CHEMBL2438355	B
CHEMBL2438356	B
CHEMBL921731	B
CHEMBL2438465	B
CHEMBL2438466	B
CHEMBL2155291	B
CHEMBL3240510	B
CHEMBL947843	B
CHEMBL1226735	F
CHEMBL1226736	F
CHEMBL1614205	F
CHEMBL914103	F
CHEMBL915594	B
CHEMBL766712	B
CHEMBL856601	B
CHEMBL4369205	B
CHEMBL1287511	B
CHEMBL764180	B
CHEMBL764177	B
CHEMBL764178	B
CHEMBL766546	B
CHEMBL908314	B
CHEMBL951777	B
CHEMBL963040	B
CHEMBL963041	B
CHEMBL960618	B
CHEMBL1023647	B
CHEMBL4377141	B
CHEMBL931720	B
CHEMBL982800	B
CHEMBL982801	B
CHEMBL963045	B
CHEMBL4369208	B
CHEMBL4377145	B
CHEMBL4377146	B
CHEMBL4610177	B
CHEMBL3705731	B
CHEMBL760481	B
CHEMBL4369209	B
CHEMBL4377140	B
CHEMBL4377143	B
CHEMBL3606854	B
CHEMBL3606853	B
CHEMBL1023648	B
CHEMBL811642	B
CHEMBL3380079	B
CHEMBL3380077	B
CHEMBL4151113	B
CHEMBL4151114	B
CHEMBL4199509	B
CHEMBL4199514	B
CHEMBL4431157	B
CHEMBL860789	B
CHEMBL1062777	B
CHEMBL1908709	B
CHEMBL4394507	B
CHEMBL4394509	B
CHEMBL3991722	B
CHEMBL3430283	B
CHEMBL4331519	B
CHEMBL4481522	B
CHEMBL4145343	B
CHEMBL4610426	B
CHEMBL3755230	B
CHEMBL974029	B
CHEMBL3428181	B
CHEMBL4610425	B
CHEMBL3131368	B
CHEMBL2320307	B
CHEMBL1614529	F
CHEMBL1614321	B
CHEMBL4336431	B
CHEMBL3417957	B
CHEMBL3417958	B
CHEMBL3789421	B
CHEMBL4343144	B
CHEMBL4378471	B
CHEMBL4344313	B
CHEMBL3132073	B
CHEMBL3378541	B
CHEMBL3378542	B
CHEMBL3378543	B
CHEMBL3417971	B
CHEMBL4378468	B
CHEMBL3417960	B
CHEMBL3417961	B
CHEMBL3429294	B
CHEMBL3429300	B
CHEMBL3771643	B
CHEMBL4023195	B
CHEMBL4023196	B
CHEMBL4343143	B
CHEMBL3771642	B
CHEMBL3789423	B
CHEMBL3789422	B
CHEMBL3820003	B
CHEMBL4023198	B
CHEMBL4023199	B
CHEMBL4034732	B
CHEMBL4034731	B
CHEMBL4385918	B
CHEMBL4385917	B
CHEMBL4378469	B
CHEMBL4034734	B
CHEMBL4034733	B
CHEMBL4028448	B
CHEMBL4147743	B
CHEMBL4147734	B
CHEMBL4398480	B
CHEMBL4398459	B
CHEMBL4336434	B
CHEMBL4385919	B
CHEMBL4385920	B
CHEMBL4343142	B
CHEMBL4378466	B
CHEMBL4375084	B
CHEMBL4356586	B
CHEMBL4356587	B
CHEMBL861854	B
CHEMBL861855	B
CHEMBL1273398	B
CHEMBL1764161	B
CHEMBL2013514	B
CHEMBL3637359	B
CHEMBL3637360	B
CHEMBL861857	B
CHEMBL3100685	B
CHEMBL3100684	B
CHEMBL864614	B
CHEMBL3100688	B
CHEMBL4351071	B
CHEMBL1635956	B
CHEMBL3876518	B
CHEMBL3707909	B
CHEMBL2211425	B
CHEMBL2388547	B
CHEMBL1647476	B
CHEMBL832749	B
CHEMBL2317585	B
CHEMBL4321132	B
CHEMBL2330328	B
CHEMBL3784260	B
CHEMBL3830612	B
CHEMBL4135058	B
CHEMBL4189735	B
CHEMBL4265743	B
CHEMBL1002955	B
CHEMBL2317576	B
CHEMBL1062301	B
CHEMBL1042351	B
CHEMBL1045857	B
CHEMBL1042362	B
CHEMBL1042363	B
CHEMBL4406933	B
CHEMBL1777257	B
CHEMBL1777261	B
CHEMBL2412224	B
CHEMBL3419997	B
CHEMBL3767195	B
CHEMBL3816958	B
CHEMBL4034227	B
CHEMBL4051845	B
CHEMBL4132751	B
CHEMBL4272379	B
CHEMBL4392260	B
CHEMBL2412222	B
CHEMBL3817020	B
CHEMBL3136698	B
CHEMBL3380135	B
CHEMBL3767363	B
CHEMBL3767362	B
CHEMBL3767364	B
CHEMBL4009721	B
CHEMBL4009722	B
CHEMBL4009724	B
CHEMBL4009731	B
CHEMBL4034229	B
CHEMBL4051843	B
CHEMBL4132753	B
CHEMBL4272378	B
CHEMBL4392250	B
CHEMBL3292347	B
CHEMBL4425335	B
CHEMBL4011531	B
CHEMBL1646316	B
CHEMBL1780568	B
CHEMBL1827309	B
CHEMBL1918958	B
CHEMBL1119709	B
CHEMBL1960211	B
CHEMBL2187842	B
CHEMBL2422528	B
CHEMBL3269243	B
CHEMBL3395317	B
CHEMBL3772731	B
CHEMBL4339816	B
CHEMBL4349815	B
CHEMBL1943755	B
CHEMBL1942791	B
CHEMBL1953641	B
CHEMBL1959835	B
CHEMBL2072402	B
CHEMBL2072573	B
CHEMBL2341885	B
CHEMBL2020845	B
CHEMBL2071880	B
CHEMBL2187458	B
CHEMBL2187453	B
CHEMBL2187443	B
CHEMBL2182994	B
CHEMBL3705964	B
CHEMBL3632375	B
CHEMBL3384200	B
CHEMBL3384795	B
CHEMBL2187451	B
CHEMBL2215181	B
CHEMBL3088429	B
CHEMBL3369681	B
CHEMBL3094629	B
CHEMBL3297609	B
CHEMBL3294350	B
CHEMBL3705227	B
CHEMBL3395318	B
CHEMBL3626399	B
CHEMBL3705996	B
CHEMBL3630287	B
CHEMBL3705538	B
CHEMBL3750580	B
CHEMBL3705856	B
CHEMBL3742723	B
CHEMBL3772730	B
CHEMBL3888829	B
CHEMBL3815667	B
CHEMBL3887748	B
CHEMBL1113940	B
CHEMBL1114762	B
CHEMBL4357653	B
CHEMBL764693	B
CHEMBL830210	B
CHEMBL1114776	B
CHEMBL847103	B
CHEMBL767724	B
CHEMBL1114773	B
CHEMBL878422	B
CHEMBL764684	B
CHEMBL929233	B
CHEMBL4223545	B
CHEMBL764694	B
CHEMBL764690	B
CHEMBL911031	B
CHEMBL3271468	B
CHEMBL911362	B
CHEMBL3767016	B
CHEMBL3767020	B
CHEMBL4355292	B
CHEMBL4331652	B
CHEMBL4357664	B
CHEMBL764695	B
CHEMBL764692	B
CHEMBL884808	B
CHEMBL1692323	F
CHEMBL3372941	B
CHEMBL3619606	B
CHEMBL3632223	B
CHEMBL3783041	B
CHEMBL3804270	B
CHEMBL3820977	B
CHEMBL3820976	B
CHEMBL3820980	B
CHEMBL3865595	B
CHEMBL4010812	B
CHEMBL4354542	B
CHEMBL4385324	B
CHEMBL4423421	B
CHEMBL4424141	B
CHEMBL4624848	B
CHEMBL2027153	B
CHEMBL2187414	B
CHEMBL2050357	B
CHEMBL2383047	B
CHEMBL2166571	F
CHEMBL2166569	F
CHEMBL4192356	F
CHEMBL4220336	F
CHEMBL4235682	F
CHEMBL4269157	F
CHEMBL4011522	B
CHEMBL4122466	B
CHEMBL3602928	B
CHEMBL4011560	B
CHEMBL798973	B
CHEMBL806672	B
CHEMBL806666	B
CHEMBL806673	B
CHEMBL806668	B
CHEMBL806669	B
CHEMBL798976	B
CHEMBL1166316	B
CHEMBL1048115	B
CHEMBL814457	B
CHEMBL1272395	B
CHEMBL1272394	B
CHEMBL1768523	B
CHEMBL1827917	B
CHEMBL1837693	B
CHEMBL1837692	B
CHEMBL831712	B
CHEMBL831120	B
CHEMBL831710	B
CHEMBL4270674	B
CHEMBL1961066	B
CHEMBL1961074	B
CHEMBL861562	B
CHEMBL860750	B
CHEMBL889560	B
CHEMBL1062747	B
CHEMBL2091130	B
CHEMBL3269341	B
CHEMBL3268788	B
CHEMBL3270798	B
CHEMBL3635884	B
CHEMBL4434537	B
CHEMBL928261	B
CHEMBL4188417	B
CHEMBL4188411	B
CHEMBL814454	B
CHEMBL814455	B
CHEMBL814456	B
CHEMBL1025772	B
CHEMBL2182428	B
CHEMBL642728	B
CHEMBL1051314	B
CHEMBL1908658	B
CHEMBL2328424	B
CHEMBL4270414	B
CHEMBL4270420	B
CHEMBL4270419	B
CHEMBL4270418	B
CHEMBL1070008	B
CHEMBL1070009	B
CHEMBL2437531	B
CHEMBL4331755	B
CHEMBL4376027	B
CHEMBL985076	B
CHEMBL985077	B
CHEMBL3991909	B
CHEMBL1030214	B
CHEMBL1030216	B
CHEMBL1041189	B
CHEMBL1041190	B
CHEMBL803023	B
CHEMBL2340697	B
CHEMBL859691	B
CHEMBL2209186	B
CHEMBL3383627	B
CHEMBL2156443	B
CHEMBL4353604	B
CHEMBL4613334	B
CHEMBL3773602	B
CHEMBL4005585	B
CHEMBL4005587	B
CHEMBL4005588	B
CHEMBL3773441	B
CHEMBL4009913	B
CHEMBL4021363	B
CHEMBL4156262	B
CHEMBL4009921	B
CHEMBL4009922	B
CHEMBL4219421	B
CHEMBL4369526	B
CHEMBL4369527	B
CHEMBL3391503	B
CHEMBL3856317	B
CHEMBL816562	B
CHEMBL816561	B
CHEMBL816563	B
CHEMBL815654	B
CHEMBL817554	B
CHEMBL817556	B
CHEMBL816564	B
CHEMBL817553	B
CHEMBL3225090	B
CHEMBL872719	B
CHEMBL2066923	B
CHEMBL2066924	B
CHEMBL3129195	B
CHEMBL3129187	B
CHEMBL3379048	B
CHEMBL3131926	B
CHEMBL3584541	B
CHEMBL3611423	B
CHEMBL3705339	B
CHEMBL3991813	B
CHEMBL4012135	B
CHEMBL4012155	B
CHEMBL4035580	B
CHEMBL4035577	B
CHEMBL4155717	B
CHEMBL3584416	B
CHEMBL3595327	B
CHEMBL3802143	B
CHEMBL4012153	B
CHEMBL4271429	B
CHEMBL4033368	B
CHEMBL4033369	B
CHEMBL4033364	B
CHEMBL865131	B
CHEMBL4376103	B
CHEMBL889431	B
CHEMBL947049	B
CHEMBL3376647	B
CHEMBL3750240	B
CHEMBL3706072	B
CHEMBL2319995	B
CHEMBL2320000	B
CHEMBL2319997	B
CHEMBL1008161	B
CHEMBL1252151	B
CHEMBL1670073	B
CHEMBL2319301	B
CHEMBL1005624	B
CHEMBL925708	B
CHEMBL3369567	B
CHEMBL3707975	B
CHEMBL4027964	B
CHEMBL4027962	B
CHEMBL4027961	B
CHEMBL1013540	B
CHEMBL3593131	B
CHEMBL946200	B
CHEMBL3361812	B
CHEMBL4338789	B
CHEMBL4374284	B
CHEMBL1005623	B
CHEMBL4429026	B
CHEMBL970278	B
CHEMBL1768070	B
CHEMBL1211525	B
CHEMBL1924518	B
CHEMBL1924521	B
CHEMBL1924522	B
CHEMBL1924524	B
CHEMBL618416	B
CHEMBL618419	B
CHEMBL618415	B
CHEMBL618417	B
CHEMBL929667	B
CHEMBL1053347	B
CHEMBL3588508	B
CHEMBL1924644	B
CHEMBL1924645	B
CHEMBL1924646	B
CHEMBL1924647	B
CHEMBL3706343	B
CHEMBL876401	B
CHEMBL618421	B
CHEMBL618420	B
CHEMBL958743	B
CHEMBL1036470	B
CHEMBL1100218	B
CHEMBL1924523	B
CHEMBL2040233	B
CHEMBL2321374	B
CHEMBL4258028	B
CHEMBL4425202	B
CHEMBL618418	B
CHEMBL1070647	B
CHEMBL1051268	B
CHEMBL2187131	B
CHEMBL2320041	B
CHEMBL4008940	B
CHEMBL4266650	B
CHEMBL3379055	B
CHEMBL3379057	B
CHEMBL3379608	B
CHEMBL4629321	B
CHEMBL3379605	B
CHEMBL3379606	B
CHEMBL3824964	B
CHEMBL3824963	B
CHEMBL3824966	B
CHEMBL3824965	B
CHEMBL4006633	B
CHEMBL1101849	B
CHEMBL1167212	B
CHEMBL1286523	B
CHEMBL1821033	B
CHEMBL1217132	B
CHEMBL4409976	B
CHEMBL2350446	B
CHEMBL4322144	B
CHEMBL1694081	B
CHEMBL1694080	B
CHEMBL1820905	B
CHEMBL1820906	B
CHEMBL2330556	B
CHEMBL1833735	B
CHEMBL831535	B
CHEMBL871277	B
CHEMBL942113	B
CHEMBL868942	B
CHEMBL2024743	B
CHEMBL2024744	B
CHEMBL2327388	B
CHEMBL860813	F
CHEMBL2044661	B
CHEMBL868957	B
CHEMBL853415	B
CHEMBL889161	B
CHEMBL889162	B
CHEMBL3089268	B
CHEMBL3636399	B
CHEMBL896510	F
CHEMBL893740	B
CHEMBL934296	B
CHEMBL2353358	B
CHEMBL897634	F
CHEMBL897635	F
CHEMBL1811144	B
CHEMBL2321558	B
CHEMBL898408	B
CHEMBL897633	F
CHEMBL895158	B
CHEMBL940954	B
CHEMBL941013	B
CHEMBL4234989	B
CHEMBL934292	B
CHEMBL934293	B
CHEMBL934295	B
CHEMBL2353357	B
CHEMBL2353356	B
CHEMBL2421461	B
CHEMBL4148792	B
CHEMBL4272798	B
CHEMBL893747	B
CHEMBL893748	B
CHEMBL895159	B
CHEMBL1023928	B
CHEMBL1002142	B
CHEMBL1002143	B
CHEMBL2353360	B
CHEMBL2350444	B
CHEMBL1035565	B
CHEMBL660241	B
CHEMBL710487	B
CHEMBL1007241	B
CHEMBL711321	B
CHEMBL924956	B
CHEMBL713839	B
CHEMBL711316	B
CHEMBL1948221	B
CHEMBL713844	B
CHEMBL952572	B
CHEMBL863922	B
CHEMBL870609	B
CHEMBL918800	B
CHEMBL713841	B
CHEMBL717812	B
CHEMBL712037	B
CHEMBL710486	B
CHEMBL3707549	B
CHEMBL3756239	B
CHEMBL710488	B
CHEMBL711313	B
CHEMBL713837	B
CHEMBL945279	B
CHEMBL713835	B
CHEMBL2090703	B
CHEMBL2329235	B
CHEMBL1017265	B
CHEMBL1017266	B
CHEMBL3429155	B
CHEMBL3865530	B
CHEMBL3865529	B
CHEMBL2388905	B
CHEMBL2388906	B
CHEMBL3129192	B
CHEMBL3129194	B
CHEMBL3379049	B
CHEMBL3131925	B
CHEMBL3584540	B
CHEMBL3611420	B
CHEMBL4012154	B
CHEMBL3584535	B
CHEMBL3584415	B
CHEMBL3584418	B
CHEMBL3824459	B
CHEMBL3595326	B
CHEMBL3595335	B
CHEMBL3598610	B
CHEMBL3598617	B
CHEMBL3611430	B
CHEMBL3611426	B
CHEMBL3610933	B
CHEMBL3610932	B
CHEMBL3610935	B
CHEMBL3610934	B
CHEMBL3610937	B
CHEMBL3772526	B
CHEMBL3772525	B
CHEMBL3820948	B
CHEMBL3865531	B
CHEMBL1061159	B
CHEMBL1839617	B
CHEMBL1908726	B
CHEMBL3991857	B
CHEMBL4412232	B
CHEMBL881769	B
CHEMBL648317	B
CHEMBL643789	B
CHEMBL862979	B
CHEMBL829053	B
CHEMBL868082	B
CHEMBL828974	B
CHEMBL759752	B
CHEMBL890212	B
CHEMBL759765	B
CHEMBL759756	B
CHEMBL759766	B
CHEMBL759754	B
CHEMBL759767	B
CHEMBL759755	B
CHEMBL829668	B
CHEMBL958732	B
CHEMBL895324	B
CHEMBL895325	B
CHEMBL866947	B
CHEMBL830418	B
CHEMBL829058	B
CHEMBL829978	B
CHEMBL913943	B
CHEMBL913944	B
CHEMBL913945	B
CHEMBL913946	B
CHEMBL913947	B
CHEMBL913948	B
CHEMBL1024773	B
CHEMBL1024774	B
CHEMBL759751	B
CHEMBL927606	B
CHEMBL759764	B
CHEMBL1111924	B
CHEMBL1111925	B
CHEMBL1032963	B
CHEMBL1032964	B
CHEMBL706183	B
CHEMBL879999	B
CHEMBL3861354	B
CHEMBL3861351	B
CHEMBL3861350	B
CHEMBL3861349	B
CHEMBL3861345	B
CHEMBL1772368	B
CHEMBL706180	B
CHEMBL701917	F
CHEMBL706182	B
CHEMBL1777071	B
CHEMBL1777073	B
CHEMBL963111	B
CHEMBL706178	B
CHEMBL1005602	B
CHEMBL1670938	B
CHEMBL2320181	B
CHEMBL3861346	B
CHEMBL3877052	B
CHEMBL3877053	B
CHEMBL4619093	B
CHEMBL706181	B
CHEMBL980376	B
CHEMBL4417200	B
CHEMBL4417219	B
CHEMBL963112	B
CHEMBL987428	B
CHEMBL987429	B
CHEMBL1046154	B
CHEMBL1046155	B
CHEMBL1046157	B
CHEMBL706177	B
CHEMBL706514	B
CHEMBL706513	B
CHEMBL3705251	B
CHEMBL1825445	B
CHEMBL3406793	B
CHEMBL4342743	B
CHEMBL1291409	B
CHEMBL1693052	B
CHEMBL1693053	B
CHEMBL1921067	B
CHEMBL1921059	B
CHEMBL1921068	B
CHEMBL859053	B
CHEMBL859054	B
CHEMBL909601	B
CHEMBL909612	B
CHEMBL1274437	B
CHEMBL1921061	B
CHEMBL1921062	B
CHEMBL1921064	B
CHEMBL1921065	B
CHEMBL1921066	B
CHEMBL1921242	B
CHEMBL1921243	B
CHEMBL1921244	B
CHEMBL1921245	B
CHEMBL1921246	B
CHEMBL1943218	B
CHEMBL3859720	B
CHEMBL3819998	B
CHEMBL2033943	B
CHEMBL3888504	B
CHEMBL2033954	B
CHEMBL859055	B
CHEMBL2066620	B
CHEMBL2345537	B
CHEMBL2399239	B
CHEMBL2399237	B
CHEMBL2399232	B
CHEMBL2399233	B
CHEMBL3131101	B
CHEMBL3131102	B
CHEMBL3291801	B
CHEMBL3291803	B
CHEMBL3382378	B
CHEMBL4052854	B
CHEMBL4398457	B
CHEMBL3382382	B
CHEMBL3382381	B
CHEMBL3382385	B
CHEMBL3705507	B
CHEMBL3887910	B
CHEMBL858942	B
CHEMBL1055757	B
CHEMBL1072271	B
CHEMBL1921060	B
CHEMBL1921063	B
CHEMBL2162633	B
CHEMBL3819991	B
CHEMBL4378479	B
CHEMBL3795380	B
CHEMBL3888054	B
CHEMBL3705975	B
CHEMBL3887354	B
CHEMBL4409524	B
CHEMBL4409528	B
CHEMBL969586	B
CHEMBL4385924	B
CHEMBL3050300	B
CHEMBL1173978	B
CHEMBL1228388	B
CHEMBL1227640	B
CHEMBL2013769	B
CHEMBL4402904	B
CHEMBL1291622	B
CHEMBL3413731	B
CHEMBL1244767	B
CHEMBL4037443	B
CHEMBL4037437	B
CHEMBL1647912	B
CHEMBL1647910	B
CHEMBL832809	B
CHEMBL830348	B
CHEMBL839540	B
CHEMBL831644	B
CHEMBL1930050	B
CHEMBL2216279	B
CHEMBL2216281	B
CHEMBL1947436	B
CHEMBL1026934	B
CHEMBL1963782	F
CHEMBL865808	B
CHEMBL2014579	B
CHEMBL2014248	B
CHEMBL2038357	B
CHEMBL2038506	B
CHEMBL2382855	B
CHEMBL2382857	B
CHEMBL2072692	B
CHEMBL2072694	B
CHEMBL2072693	B
CHEMBL3370356	B
CHEMBL3991666	B
CHEMBL4153910	B
CHEMBL868459	B
CHEMBL871263	B
CHEMBL908460	B
CHEMBL913833	B
CHEMBL855120	B
CHEMBL899928	B
CHEMBL942709	B
CHEMBL896339	B
CHEMBL2384691	B
CHEMBL2390691	B
CHEMBL2424131	B
CHEMBL891237	F
CHEMBL891238	F
CHEMBL891240	F
CHEMBL923939	B
CHEMBL941010	B
CHEMBL833021	B
CHEMBL939333	B
CHEMBL990372	B
CHEMBL4003368	B
CHEMBL922239	B
CHEMBL1051602	B
CHEMBL936806	B
CHEMBL3381275	B
CHEMBL3381843	B
CHEMBL3584717	B
CHEMBL3584718	B
CHEMBL3706261	B
CHEMBL3406493	B
CHEMBL869539	B
CHEMBL864426	B
CHEMBL1060185	B
CHEMBL1068401	B
CHEMBL1908528	B
CHEMBL3807905	B
CHEMBL4145860	B
CHEMBL4328362	B
CHEMBL3881028	B
CHEMBL924433	B
CHEMBL4254479	B
CHEMBL1114556	B
CHEMBL1033193	B
CHEMBL944207	B
CHEMBL1033194	B
CHEMBL938939	B
CHEMBL1228397	B
CHEMBL1287592	B
CHEMBL2060191	B
CHEMBL882465	B
CHEMBL4425331	B
CHEMBL762381	B
CHEMBL762380	B
CHEMBL762802	B
CHEMBL762803	B
CHEMBL912248	B
CHEMBL1811208	B
CHEMBL4619394	B
CHEMBL4619395	B
CHEMBL762382	B
CHEMBL907095	B
CHEMBL907096	B
CHEMBL868170	B
CHEMBL2345505	B
CHEMBL3371548	B
CHEMBL3607749	B
CHEMBL4222829	B
CHEMBL1963781	F
CHEMBL904790	B
CHEMBL858936	B
CHEMBL1826564	B
CHEMBL3241568	B
CHEMBL1041787	B
CHEMBL1050928	B
CHEMBL4357657	B
CHEMBL4404225	B
CHEMBL4404228	B
CHEMBL2020223	B
CHEMBL1108551	B
CHEMBL1799389	B
CHEMBL1114713	B
CHEMBL859105	B
CHEMBL871240	B
CHEMBL961425	B
CHEMBL1060536	B
CHEMBL1042192	B
CHEMBL1050600	B
CHEMBL1645782	B
CHEMBL1942413	B
CHEMBL2034618	B
CHEMBL3369412	B
CHEMBL3771525	B
CHEMBL2034615	B
CHEMBL3378176	B
CHEMBL1949456	B
CHEMBL1821351	B
CHEMBL1285510	B
CHEMBL1065043	B
CHEMBL1065046	B
CHEMBL2045428	B
CHEMBL910308	B
CHEMBL910309	B
CHEMBL910317	B
CHEMBL910318	B
CHEMBL910859	B
CHEMBL983534	B
CHEMBL1063135	B
CHEMBL2409979	B
CHEMBL2423068	B
CHEMBL3240699	B
CHEMBL3873260	B
CHEMBL3766852	B
CHEMBL3767568	B
CHEMBL3861189	B
CHEMBL4020032	B
CHEMBL4020036	B
CHEMBL1066766	B
CHEMBL3873258	B
CHEMBL3873253	B
CHEMBL2409980	B
CHEMBL3767567	B
CHEMBL3861197	B
CHEMBL3767566	B
CHEMBL1074590	B
CHEMBL1074591	B
CHEMBL1065044	B
CHEMBL3766853	B
CHEMBL768151	B
CHEMBL1119040	B
CHEMBL1664805	B
CHEMBL1120722	B
CHEMBL1175882	B
CHEMBL1218396	B
CHEMBL1218394	B
CHEMBL1260146	B
CHEMBL1261371	B
CHEMBL1272503	B
CHEMBL3855896	B
CHEMBL1805334	B
CHEMBL1825458	B
CHEMBL2400292	B
CHEMBL827045	B
CHEMBL911831	B
CHEMBL993738	B
CHEMBL1963727	F
CHEMBL4266273	B
CHEMBL2024834	B
CHEMBL859289	B
CHEMBL873735	B
CHEMBL912713	B
CHEMBL2184332	B
CHEMBL3388438	B
CHEMBL3388441	B
CHEMBL3885755	B
CHEMBL3885751	B
CHEMBL4266274	B
CHEMBL4342897	B
CHEMBL4623693	B
CHEMBL867069	B
CHEMBL2032821	B
CHEMBL856401	B
CHEMBL2173310	B
CHEMBL2173311	B
CHEMBL3888080	B
CHEMBL3888081	B
CHEMBL3888083	B
CHEMBL3888084	B
CHEMBL2174324	B
CHEMBL4371112	B
CHEMBL4371111	B
CHEMBL2173313	B
CHEMBL3888082	B
CHEMBL2214100	B
CHEMBL3889057	B
CHEMBL2214093	B
CHEMBL2211568	B
CHEMBL3889059	B
CHEMBL970765	B
CHEMBL970773	B
CHEMBL970774	B
CHEMBL2382841	B
CHEMBL2400289	B
CHEMBL928212	B
CHEMBL922651	B
CHEMBL966955	B
CHEMBL973502	B
CHEMBL973503	B
CHEMBL993740	B
CHEMBL1062833	B
CHEMBL1104795	B
CHEMBL1908616	B
CHEMBL2013811	B
CHEMBL3586965	B
CHEMBL3885758	B
CHEMBL3885757	B
